source_system;source_file;source_sheet;source_row_number;source_id;loan_account_no;account_no;pk_number;cif_no;cif_id;loan_product_code;loan_product_id;saving_account_no;saving_account_id;branch_code;branch_id;marketing_code;marketing_id;principal_amount;interest_rate;interest_margin;tenor;tenor_type;calculation_method;is_diskonto;diskonto_upfront_amount;due_date_cycle;disbursement_date;outstanding_principal;outstanding_interest;outstanding_penalty;dpd_days;kol_level;collateral_type;collateral_description;collateral_certificate_no;collateral_value;collateral_address;guarantor_name;guarantor_nik;guarantor_phone;guarantor_address;guarantor_relation;provision_fee;admin_fee;insurance_fee;flagging_fee;stamp_duty_fee;prepaid_installment_count;prepaid_installment_amount;blocked_savings_count;blocked_savings_amount;status;approved_by;approved_at;created_by;migration_notes
EXCEL;EXCEL;EXCEL;19;1;301000100000000019;301000100000000019;;00010000100;100;301;1;104000100000000100;1170;0001;1;MKT-0001-019;1;2000000.00;12.00;00.00;10;MONTHS;FLAT;0;00.00;;01/06/25;800000.00;00.00;00.00;0;1;;;;;;;;;;;00.00;00.00;00.00;00.00;00.00;0;00.00;0;00.00;ACTIVE;2;2025-12-01 00:00:18;1;
EXCEL;EXCEL;EXCEL;20;1;301000100000000020;301000100000000020;;00010000081;81;301;1;104000100000000081;1151;0001;1;MKT-0001-020;1;7000000.00;12.00;00.00;10;MONTHS;FLAT;0;00.00;;01/02/25;00.00;00.00;00.00;0;1;;;;;;;;;;;00.00;00.00;00.00;00.00;00.00;0;00.00;0;00.00;CLOSED;2;2025-12-01 00:00:19;1;
EXCEL;EXCEL;EXCEL;21;1;301000100000000021;301000100000000021;;00010000123;123;301;1;104000100000000123;1193;0001;1;MKT-0001-021;1;25000000.00;12.00;00.00;24;MONTHS;FLAT;0;00.00;;01/11/25;25000000.00;00.00;00.00;0;1;;;;;;;;;;;00.00;00.00;00.00;00.00;00.00;0;00.00;0;00.00;ACTIVE;2;2025-12-01 00:00:20;1;
EXCEL;EXCEL;EXCEL;22;1;301000100000000022;301000100000000022;;00010000120;120;301;1;104000100000000120;1190;0001;1;MKT-0001-022;1;15000000.00;12.00;00.00;24;MONTHS;FLAT;0;00.00;;01/04/25;10000000.00;00.00;00.00;0;1;;;;;;;;;;;00.00;00.00;00.00;00.00;00.00;0;00.00;0;00.00;ACTIVE;2;2025-12-01 00:00:21;1;
EXCEL;EXCEL;EXCEL;23;1;301000100000000023;301000100000000023;;00010000118;118;301;1;104000100000000118;1188;0001;1;MKT-0001-023;1;3000000.00;12.00;00.00;10;MONTHS;FLAT;0;00.00;;01/08/25;1800000.00;00.00;00.00;0;1;;;;;;;;;;;00.00;00.00;00.00;00.00;00.00;0;00.00;0;00.00;ACTIVE;2;2025-12-01 00:00:22;1;
EXCEL;EXCEL;EXCEL;24;1;301000100000000024;301000100000000024;;00010000122;122;301;1;104000100000000122;1192;0001;1;MKT-0001-024;1;50000000.00;12.00;00.00;24;MONTHS;FLAT;0;00.00;;01/08/25;00.00;00.00;00.00;0;1;;;;;;;;;;;00.00;00.00;00.00;00.00;00.00;0;00.00;0;00.00;CLOSED;2;2025-12-01 00:00:23;1;
EXCEL;EXCEL;EXCEL;25;1;301000100000000025;301000100000000025;;00010000079;79;301;1;104000100000000079;1149;0001;1;MKT-0001-025;1;5000000.00;12.00;00.00;10;MONTHS;FLAT;0;00.00;;01/05/25;1500000.00;00.00;00.00;0;1;;;;;;;;;;;00.00;00.00;00.00;00.00;00.00;0;00.00;0;00.00;ACTIVE;2;2025-12-01 00:00:24;1;
EXCEL;EXCEL;EXCEL;26;1;301000100000000026;301000100000000026;;00010000138;138;301;1;104000100000000138;1208;0001;1;MKT-0001-026;1;5000000.00;12.00;00.00;10;MONTHS;FLAT;0;00.00;;01/02/25;00.00;00.00;00.00;0;1;;;;;;;;;;;00.00;00.00;00.00;00.00;00.00;0;00.00;0;00.00;CLOSED;2;2025-12-01 00:00:25;1;
EXCEL;EXCEL;EXCEL;27;1;301000100000000027;301000100000000027;;00010000108;108;301;1;104000100000000108;1178;0001;1;MKT-0001-027;1;5000000.00;12.00;00.00;12;MONTHS;FLAT;0;00.00;;01/08/25;3333333.33;00.00;00.00;0;1;;;;;;;;;;;00.00;00.00;00.00;00.00;00.00;0;00.00;0;00.00;ACTIVE;2;2025-12-01 00:00:26;1;
EXCEL;EXCEL;EXCEL;28;1;301000100000000028;301000100000000028;;00010000124;124;301;1;104000100000000124;1194;0001;1;MKT-0001-028;1;10000000.00;12.00;00.00;12;MONTHS;FLAT;0;00.00;;01/04/25;4166666.67;00.00;00.00;0;1;;;;;;;;;;;00.00;00.00;00.00;00.00;00.00;0;00.00;0;00.00;ACTIVE;2;2025-12-01 00:00:27;1;
EXCEL;EXCEL;EXCEL;29;1;301000100000000029;301000100000000029;;00010000046;46;301;1;104000100000000046;1116;0001;1;MKT-0001-029;1;50000000.00;12.00;00.00;36;MONTHS;FLAT;0;00.00;;01/04/25;38888888.67;00.00;00.00;0;1;;;;;;;;;;;00.00;00.00;00.00;00.00;00.00;0;00.00;0;00.00;ACTIVE;2;2025-12-01 00:00:28;1;
EXCEL;EXCEL;EXCEL;30;1;301000100000000030;301000100000000030;;00010000088;88;301;1;104000100000000088;1158;0001;1;MKT-0001-030;1;25000000.00;12.00;00.00;36;MONTHS;FLAT;0;00.00;;01/04/25;19444444.44;00.00;00.00;0;1;;;;;;;;;;;00.00;00.00;00.00;00.00;00.00;0;00.00;0;00.00;ACTIVE;2;2025-12-01 00:00:29;1;
EXCEL;EXCEL;EXCEL;31;1;301000100000000031;301000100000000031;;00010000049;49;301;1;104000100000000049;1119;0001;1;MKT-0001-031;1;50000000.00;12.00;00.00;60;MONTHS;FLAT;0;00.00;;01/04/25;43333333.33;00.00;00.00;0;1;;;;;;;;;;;00.00;00.00;00.00;00.00;00.00;0;00.00;0;00.00;ACTIVE;2;2025-12-01 00:00:30;1;
EXCEL;EXCEL;EXCEL;32;1;301000100000000032;301000100000000032;;00010000116;116;301;1;104000100000000116;1186;0001;1;MKT-0001-032;1;20000000.00;12.00;00.00;24;MONTHS;FLAT;0;00.00;;01/11/25;19166666.67;00.00;00.00;0;1;;;;;;;;;;;00.00;00.00;00.00;00.00;00.00;0;00.00;0;00.00;ACTIVE;2;2025-12-01 00:00:31;1;
EXCEL;EXCEL;EXCEL;33;1;301000100000000033;301000100000000033;;00010000047;47;301;1;104000100000000047;1117;0001;1;MKT-0001-033;1;15000000.00;12.00;00.00;12;MONTHS;FLAT;0;00.00;;01/12/25;15000000.00;00.00;00.00;0;1;;;;;;;;;;;00.00;00.00;00.00;00.00;00.00;0;00.00;0;00.00;ACTIVE;2;2025-12-01 00:00:32;1;
EXCEL;EXCEL;EXCEL;34;1;301000100000000034;301000100000000034;;00010000115;115;301;1;104000100000000115;1185;0001;1;MKT-0001-034;1;8000000.00;12.00;00.00;12;MONTHS;FLAT;0;00.00;;01/06/25;4000000.00;00.00;00.00;0;1;;;;;;;;;;;00.00;00.00;00.00;00.00;00.00;0;00.00;0;00.00;ACTIVE;2;2025-12-01 00:00:33;1;
EXCEL;EXCEL;EXCEL;35;1;301000100000000035;301000100000000035;;00010000087;87;301;1;104000100000000087;1157;0001;1;MKT-0001-035;1;3500000.00;12.00;00.00;10;MONTHS;FLAT;0;00.00;;01/08/25;2100000.00;00.00;00.00;0;1;;;;;;;;;;;00.00;00.00;00.00;00.00;00.00;0;00.00;0;00.00;ACTIVE;2;2025-12-01 00:00:34;1;
EXCEL;EXCEL;EXCEL;36;1;301000100000000036;301000100000000036;;00010000083;83;301;1;104000100000000083;1153;0001;1;MKT-0001-036;1;4000000.00;12.00;00.00;10;MONTHS;FLAT;0;00.00;;01/09/25;3600000.00;00.00;00.00;0;1;;;;;;;;;;;00.00;00.00;00.00;00.00;00.00;0;00.00;0;00.00;ACTIVE;2;2025-12-01 00:00:35;1;
EXCEL;EXCEL;EXCEL;37;1;301000100000000037;301000100000000037;;00010000083;83;301;1;104000100000000083;1153;0001;1;MKT-0001-037;1;3000000.00;12.00;00.00;12;MONTHS;FLAT;0;00.00;;01/04/25;1000000.00;00.00;00.00;0;1;;;;;;;;;;;00.00;00.00;00.00;00.00;00.00;0;00.00;0;00.00;ACTIVE;2;2025-12-01 00:00:36;1;
EXCEL;EXCEL;EXCEL;38;1;301000100000000038;301000100000000038;;00010000083;83;301;1;104000100000000083;1153;0001;1;MKT-0001-038;1;4000000.00;12.00;00.00;10;MONTHS;FLAT;0;00.00;;01/09/25;3600000.00;00.00;00.00;0;1;;;;;;;;;;;00.00;00.00;00.00;00.00;00.00;0;00.00;0;00.00;ACTIVE;2;2025-12-01 00:00:37;1;
EXCEL;EXCEL;EXCEL;39;1;301000100000000039;301000100000000039;;00010000149;149;301;1;104000100000000149;1219;0001;1;MKT-0001-039;1;00.00;00.00;00.00;10;MONTHS;FLAT;0;00.00;;01/01/25;00.00;00.00;00.00;0;1;;;;;;;;;;;00.00;00.00;00.00;00.00;00.00;0;00.00;0;00.00;CLOSED;2;2025-12-01 00:00:38;1;
EXCEL;EXCEL;EXCEL;40;1;301000100000000040;301000100000000040;;00010000196;196;301;1;104000100000000196;1266;0001;1;MKT-0001-040;1;1500000.00;12.00;00.00;10;MONTHS;FLAT;0;00.00;;01/05/25;450000.00;00.00;00.00;0;1;;;;;;;;;;;00.00;00.00;00.00;00.00;00.00;0;00.00;0;00.00;ACTIVE;2;2025-12-01 00:00:39;1;
EXCEL;EXCEL;EXCEL;41;1;301000100000000041;301000100000000041;;00010000168;168;301;1;104000100000000168;1238;0001;1;MKT-0001-041;1;5000000.00;12.00;00.00;12;MONTHS;FLAT;0;00.00;;01/08/25;3333333.33;00.00;00.00;0;1;;;;;;;;;;;00.00;00.00;00.00;00.00;00.00;0;00.00;0;00.00;ACTIVE;2;2025-12-01 00:00:40;1;
EXCEL;EXCEL;EXCEL;42;1;301000100000000042;301000100000000042;;00010000166;166;301;1;104000100000000166;1236;0001;1;MKT-0001-042;1;4000000.00;12.00;00.00;12;MONTHS;FLAT;0;00.00;;01/07/25;2333333.33;00.00;00.00;0;1;;;;;;;;;;;00.00;00.00;00.00;00.00;00.00;0;00.00;0;00.00;ACTIVE;2;2025-12-01 00:00:41;1;
EXCEL;EXCEL;EXCEL;43;1;301000100000000043;301000100000000043;;00010000187;187;301;1;104000100000000187;1257;0001;1;MKT-0001-043;1;3000000.00;12.00;00.00;8;MONTHS;FLAT;0;00.00;;01/10/25;2250000.00;00.00;00.00;0;1;;;;;;;;;;;00.00;00.00;00.00;00.00;00.00;0;00.00;0;00.00;ACTIVE;2;2025-12-01 00:00:42;1;
EXCEL;EXCEL;EXCEL;44;1;301000100000000044;301000100000000044;;00010000188;188;301;1;104000100000000188;1258;0001;1;MKT-0001-044;1;3000000.00;12.00;00.00;10;MONTHS;FLAT;0;00.00;;01/09/25;2100000.00;00.00;00.00;0;1;;;;;;;;;;;00.00;00.00;00.00;00.00;00.00;0;00.00;0;00.00;ACTIVE;2;2025-12-01 00:00:43;1;
EXCEL;EXCEL;EXCEL;45;1;301000100000000045;301000100000000045;;00010000192;192;301;1;104000100000000192;1262;0001;1;MKT-0001-045;1;10000000.00;12.00;00.00;24;MONTHS;FLAT;0;00.00;;01/04/25;6666333.33;00.00;00.00;0;1;;;;;;;;;;;00.00;00.00;00.00;00.00;00.00;0;00.00;0;00.00;ACTIVE;2;2025-12-01 00:00:44;1;
EXCEL;EXCEL;EXCEL;46;1;301000100000000046;301000100000000046;;00010000198;198;301;1;104000100000000198;1268;0001;1;MKT-0001-046;1;5000000.00;12.00;00.00;10;MONTHS;FLAT;0;00.00;;01/04/25;1000000.00;00.00;00.00;0;1;;;;;;;;;;;00.00;00.00;00.00;00.00;00.00;0;00.00;0;00.00;ACTIVE;2;2025-12-01 00:00:45;1;
EXCEL;EXCEL;EXCEL;47;1;301000100000000047;301000100000000047;;00010000167;167;301;1;104000100000000167;1237;0001;1;MKT-0001-047;1;10000000.00;12.00;00.00;18;MONTHS;FLAT;0;00.00;;01/12/25;10000000.00;00.00;00.00;0;1;;;;;;;;;;;00.00;00.00;00.00;00.00;00.00;0;00.00;0;00.00;ACTIVE;2;2025-12-01 00:00:46;1;
EXCEL;EXCEL;EXCEL;48;1;301000100000000048;301000100000000048;;00010000101;101;301;1;104000100000000101;1171;0001;1;MKT-0001-048;1;3000000.00;12.00;00.00;12;MONTHS;FLAT;0;00.00;;01/08/25;2750000.00;00.00;00.00;0;1;;;;;;;;;;;00.00;00.00;00.00;00.00;00.00;0;00.00;0;00.00;ACTIVE;2;2025-12-01 00:00:47;1;
EXCEL;EXCEL;EXCEL;49;1;301000100000000049;301000100000000049;;00010000127;127;301;1;104000100000000127;1197;0001;1;MKT-0001-049;1;20000000.00;12.00;00.00;24;MONTHS;FLAT;0;00.00;;01/08/25;19166666.67;00.00;00.00;0;1;;;;;;;;;;;00.00;00.00;00.00;00.00;00.00;0;00.00;0;00.00;ACTIVE;2;2025-12-01 00:00:48;1;
EXCEL;EXCEL;EXCEL;50;1;301000100000000050;301000100000000050;;00010000066;66;301;1;104000100000000066;1136;0001;1;MKT-0001-050;1;25000000.00;12.00;00.00;10;MONTHS;FLAT;0;00.00;;01/08/25;20000000.00;00.00;00.00;0;1;;;;;;;;;;;00.00;00.00;00.00;00.00;00.00;0;00.00;0;00.00;ACTIVE;2;2025-12-01 00:00:49;1;
EXCEL;EXCEL;EXCEL;51;1;301000100000000051;301000100000000051;;00010000016;16;301;1;104000100000000016;1086;0001;1;MKT-0001-051;1;50000000.00;12.00;00.00;60;MONTHS;FLAT;0;00.00;;01/08/25;48333333.33;00.00;00.00;0;1;;;;;;;;;;;00.00;00.00;00.00;00.00;00.00;0;00.00;0;00.00;ACTIVE;2;2025-12-01 00:00:50;1;
EXCEL;EXCEL;EXCEL;52;1;301000100000000052;301000100000000052;;00010000092;92;301;1;104000100000000092;1162;0001;1;MKT-0001-052;1;3500000.00;12.00;00.00;5;MONTHS;FLAT;0;00.00;;01/08/25;3500000.00;00.00;00.00;0;1;;;;;;;;;;;00.00;00.00;00.00;00.00;00.00;0;00.00;0;00.00;ACTIVE;2;2025-12-01 00:00:51;1;
EXCEL;EXCEL;EXCEL;53;1;301000100000000053;301000100000000053;;00010000002;2;301;1;104000100000000002;1072;0001;1;MKT-0001-053;1;20000000.00;12.00;00.00;5;MONTHS;FLAT;0;00.00;;01/08/25;00.00;00.00;00.00;0;1;;;;;;;;;;;00.00;00.00;00.00;00.00;00.00;0;00.00;0;00.00;CLOSED;2;2025-12-01 00:00:52;1;
EXCEL;EXCEL;EXCEL;54;1;301000100000000054;301000100000000054;;00010000121;121;301;1;104000100000000121;1191;0001;1;MKT-0001-054;1;8000000.00;12.00;00.00;10;MONTHS;FLAT;0;00.00;;01/08/25;4800000.00;00.00;00.00;0;1;;;;;;;;;;;00.00;00.00;00.00;00.00;00.00;0;00.00;0;00.00;ACTIVE;2;2025-12-01 00:00:53;1;
EXCEL;EXCEL;EXCEL;55;1;301000100000000055;301000100000000055;;00010000046;46;301;1;104000100000000046;1116;0001;1;MKT-0001-055;1;20000000.00;12.00;00.00;5;MONTHS;FLAT;0;00.00;;01/08/25;20000000.00;00.00;00.00;0;1;;;;;;;;;;;00.00;00.00;00.00;00.00;00.00;0;00.00;0;00.00;ACTIVE;2;2025-12-01 00:00:54;1;
EXCEL;EXCEL;EXCEL;56;1;301000100000000056;301000100000000056;;00010000152;152;301;1;104000100000000152;1222;0001;1;MKT-0001-056;1;5000000.00;12.00;00.00;5;MONTHS;FLAT;0;00.00;;01/08/25;1000000.00;00.00;00.00;0;1;;;;;;;;;;;00.00;00.00;00.00;00.00;00.00;0;00.00;0;00.00;ACTIVE;2;2025-12-01 00:00:55;1;
EXCEL;EXCEL;EXCEL;57;1;301000100000000057;301000100000000057;;00010000003;3;301;1;104000100000000003;1073;0001;1;MKT-0001-057;1;8000000.00;12.00;00.00;24;MONTHS;FLAT;0;00.00;;01/09/25;7000000.00;00.00;00.00;0;1;;;;;;;;;;;00.00;00.00;00.00;00.00;00.00;0;00.00;0;00.00;ACTIVE;2;2025-12-01 00:00:56;1;
EXCEL;EXCEL;EXCEL;58;1;301000100000000058;301000100000000058;;00010000015;15;301;1;104000100000000015;1085;0001;1;MKT-0001-058;1;5000000.00;12.00;00.00;12;MONTHS;FLAT;0;00.00;;01/09/25;3750000.00;00.00;00.00;0;1;;;;;;;;;;;00.00;00.00;00.00;00.00;00.00;0;00.00;0;00.00;ACTIVE;2;2025-12-01 00:00:57;1;
EXCEL;EXCEL;EXCEL;59;1;301000100000000059;301000100000000059;;00010000082;82;301;1;104000100000000082;1152;0001;1;MKT-0001-059;1;5000000.00;60.00.00;00.00;5;MONTHS;FLAT;0;00.00;;01/09/25;5000000.00;00.00;00.00;0;1;;;;;;;;;;;00.00;00.00;00.00;00.00;00.00;0;00.00;0;00.00;ACTIVE;2;2025-12-01 00:00:58;1;
EXCEL;EXCEL;EXCEL;60;1;301000100000000060;301000100000000060;;00010000011;11;301;1;104000100000000011;1081;0001;1;MKT-0001-060;1;8000000.00;12.00;00.00;18;MONTHS;FLAT;0;00.00;;01/09/25;6666666.67;00.00;00.00;0;1;;;;;;;;;;;00.00;00.00;00.00;00.00;00.00;0;00.00;0;00.00;ACTIVE;2;2025-12-01 00:00:59;1;
EXCEL;EXCEL;EXCEL;61;1;301000100000000061;301000100000000061;;00010000171;171;301;1;104000100000000171;1241;0001;1;MKT-0001-061;1;5000000.00;12.00;00.00;12;MONTHS;FLAT;0;00.00;;01/10/25;4166666.67;00.00;00.00;0;1;;;;;;;;;;;00.00;00.00;00.00;00.00;00.00;0;00.00;0;00.00;ACTIVE;2;2025-12-01 00:00:60;1;
EXCEL;EXCEL;EXCEL;62;1;301000100000000062;301000100000000062;;00010000082;82;301;1;104000100000000082;1152;0001;1;MKT-0001-062;1;2000000.00;12.00;00.00;12;MONTHS;FLAT;0;00.00;;01/10/25;1666666.67;00.00;00.00;0;1;;;;;;;;;;;00.00;00.00;00.00;00.00;00.00;0;00.00;0;00.00;ACTIVE;2;2025-12-01 00:00:61;1;
EXCEL;EXCEL;EXCEL;63;1;301000100000000063;301000100000000063;;00010000016;16;301;1;104000100000000016;1086;0001;1;MKT-0001-063;1;25000000.00;12.00;00.00;5;MONTHS;FLAT;0;00.00;;01/10/25;25000000.00;00.00;00.00;0;1;;;;;;;;;;;00.00;00.00;00.00;00.00;00.00;0;00.00;0;00.00;ACTIVE;2;2025-12-01 00:00:62;1;
EXCEL;EXCEL;EXCEL;64;1;301000100000000064;301000100000000064;;00010000035;35;301;1;104000100000000035;1105;0001;1;MKT-0001-064;1;3000000.00;00.00;00.00;5;MONTHS;FLAT;0;00.00;;01/11/25;3000000.00;00.00;00.00;0;1;;;;;;;;;;;00.00;00.00;00.00;00.00;00.00;0;00.00;0;00.00;ACTIVE;2;2025-12-01 00:00:63;1;
EXCEL;EXCEL;EXCEL;65;1;301000100000000065;301000100000000065;;00010000097;97;301;1;104000100000000097;1167;0001;1;MKT-0001-065;1;1000000.00;00.00;00.00;10;MONTHS;FLAT;0;00.00;;01/11/25;1000000.00;00.00;00.00;0;1;;;;;;;;;;;00.00;00.00;00.00;00.00;00.00;0;00.00;0;00.00;ACTIVE;2;2025-12-01 00:00:64;1;
EXCEL;EXCEL;EXCEL;66;1;301000100000000066;301000100000000066;;00010000185;185;301;1;104000100000000185;1255;0001;1;MKT-0001-066;1;10000000.00;00.00;00.00;12;MONTHS;FLAT;0;00.00;;01/11/25;10000000.00;00.00;00.00;0;1;;;;;;;;;;;00.00;00.00;00.00;00.00;00.00;0;00.00;0;00.00;ACTIVE;2;2025-12-01 00:00:65;1;
